"Territorial Unit","Year","Sex","Age","Not Limited"
"Netherlands","2005","Men","30-34","0.913"
"Netherlands","2005","Men","35-39","0.889"
"Netherlands","2005","Men","40-44","0.885"
"Netherlands","2005","Men","45-49","0.848"
"Netherlands","2005","Men","50-54","0.816"
"Netherlands","2005","Men","55-59","0.737"
"Netherlands","2005","Men","60-64","0.725"
"Netherlands","2005","Men","65-69","0.72"
"Netherlands","2005","Men","70-74","0.661"
"Netherlands","2005","Men","75-79","0.693"
"Netherlands","2005","Men","80-84","0.43"
"Netherlands","2005","Men","85+","0.556"
"Portugal","2005","Women","16-19","0.905"
"Portugal","2005","Women","20-24","0.935"
"Portugal","2005","Women","25-29","0.945"
"Portugal","2005","Women","30-34","0.927"
"Portugal","2005","Women","35-39","0.844"
"Portugal","2005","Women","40-44","0.803"
"Portugal","2005","Women","45-49","0.747"
"Portugal","2005","Women","50-54","0.622"
"Portugal","2005","Women","55-59","0.553"
"Portugal","2005","Women","60-64","0.454"
"Portugal","2005","Women","65-69","0.375"
"Portugal","2005","Women","70-74","0.301"
"Portugal","2005","Women","75-79","0.191"
"Portugal","2005","Women","80-84","0.212"
"Portugal","2005","Women","85+","0.195"
"Portugal","2005","Men","16-19","0.916"
"Portugal","2005","Men","20-24","0.945"
"Portugal","2005","Men","25-29","0.946"
"Portugal","2005","Men","30-34","0.873"
"Portugal","2005","Men","35-39","0.853"
"Portugal","2005","Men","40-44","0.857"
"Portugal","2005","Men","45-49","0.803"
"Portugal","2005","Men","50-54","0.769"
"Portugal","2005","Men","55-59","0.665"
"Portugal","2005","Men","60-64","0.593"
"Portugal","2005","Men","65-69","0.582"
"Portugal","2005","Men","70-74","0.404"
"Portugal","2005","Men","75-79","0.339"
"Portugal","2005","Men","80-84","0.226"
"Portugal","2005","Men","85+","0.238"
"Spain","2005","Women","16-19","0.94"
"Spain","2005","Women","20-24","0.951"
"Spain","2005","Women","25-29","0.908"
"Spain","2005","Women","30-34","0.863"
"Spain","2005","Women","35-39","0.865"
"Spain","2005","Women","40-44","0.837"
"Spain","2005","Women","45-49","0.814"
"Spain","2005","Women","50-54","0.764"
"Spain","2005","Women","55-59","0.666"
"Spain","2005","Women","60-64","0.62"
"Spain","2005","Women","65-69","0.58"
"Spain","2005","Women","70-74","0.473"
"Spain","2005","Women","75-79","0.401"
"Spain","2005","Women","80-84","0.366"
"Spain","2005","Women","85+","0.287"
"Spain","2005","Men","16-19","0.941"
"Spain","2005","Men","20-24","0.928"
"Spain","2005","Men","25-29","0.915"
"Spain","2005","Men","30-34","0.872"
"Spain","2005","Men","35-39","0.885"
"Spain","2005","Men","40-44","0.856"
"Spain","2005","Men","45-49","0.86"
"Spain","2005","Men","50-54","0.803"
"Spain","2005","Men","55-59","0.762"
"Spain","2005","Men","60-64","0.689"
"Spain","2005","Men","65-69","0.664"
"Spain","2005","Men","70-74","0.605"
"Spain","2005","Men","75-79","0.55"
"Spain","2005","Men","80-84","0.412"
"Spain","2005","Men","85+","0.427"
"Sweden","2005","Women","16-19","0.89"
"Sweden","2005","Women","20-24","0.89"
"Sweden","2005","Women","25-29","0.904"
"Sweden","2005","Women","30-34","0.837"
"Sweden","2005","Women","35-39","0.805"
"Sweden","2005","Women","40-44","0.78"
"Sweden","2005","Women","45-49","0.779"
"Sweden","2005","Women","50-54","0.716"
"Sweden","2005","Women","55-59","0.705"
"Sweden","2005","Women","60-64","0.657"
"Sweden","2005","Women","65-69","0.677"
"Sweden","2005","Women","70-74","0.583"
"Sweden","2005","Women","75-79","0.535"
"Sweden","2005","Women","80-84","0.461"
"Sweden","2005","Women","85+","0.35"
"Sweden","2005","Men","16-19","0.936"
"Sweden","2005","Men","20-24","0.917"
"Sweden","2005","Men","25-29","0.874"
"Sweden","2005","Men","30-34","0.907"
"Sweden","2005","Men","35-39","0.88"
"Sweden","2005","Men","40-44","0.857"
"Sweden","2005","Men","45-49","0.839"
"Sweden","2005","Men","50-54","0.797"
"Sweden","2005","Men","55-59","0.701"
"Sweden","2005","Men","60-64","0.722"
"Sweden","2005","Men","65-69","0.744"
"Sweden","2005","Men","70-74","0.672"
"Sweden","2005","Men","75-79","0.537"
"Sweden","2005","Men","80-84","0.486"
"Sweden","2005","Men","85+","0.492"
"United Kingdom","2005","Women","16-19","0.965"
"United Kingdom","2005","Women","20-24","0.905"
"United Kingdom","2005","Women","25-29","0.903"
"United Kingdom","2005","Women","30-34","0.889"
"United Kingdom","2005","Women","35-39","0.859"
"United Kingdom","2005","Women","40-44","0.839"
"United Kingdom","2005","Women","45-49","0.802"
"United Kingdom","2005","Women","50-54","0.756"
"United Kingdom","2005","Women","55-59","0.732"
"United Kingdom","2005","Women","60-64","0.688"
"United Kingdom","2005","Women","65-69","0.647"
"United Kingdom","2005","Women","70-74","0.589"
"United Kingdom","2005","Women","75-79","0.607"
"United Kingdom","2005","Women","80-84","0.512"
"United Kingdom","2005","Women","85+","0.487"
"United Kingdom","2005","Men","16-19","0.947"
"United Kingdom","2005","Men","20-24","0.935"
"United Kingdom","2005","Men","25-29","0.927"
"United Kingdom","2005","Men","30-34","0.887"
"United Kingdom","2005","Men","35-39","0.88"
"United Kingdom","2005","Men","40-44","0.842"
"United Kingdom","2005","Men","45-49","0.831"
"United Kingdom","2005","Men","50-54","0.81"
"United Kingdom","2005","Men","55-59","0.777"
"United Kingdom","2005","Men","60-64","0.66"
"United Kingdom","2005","Men","65-69","0.667"
"United Kingdom","2005","Men","70-74","0.637"
"United Kingdom","2005","Men","75-79","0.567"
"United Kingdom","2005","Men","80-84","0.597"
"United Kingdom","2005","Men","85+","0.542"
"Austria","2006","Women","16-19","0.922"
"Austria","2006","Women","20-24","0.935"
"Austria","2006","Women","25-29","0.921"
"Austria","2006","Women","30-34","0.882"
"Austria","2006","Women","35-39","0.852"
"Austria","2006","Women","40-44","0.818"
"Austria","2006","Women","45-49","0.778"
"Austria","2006","Women","50-54","0.705"
"Austria","2006","Women","55-59","0.658"
"Austria","2006","Women","60-64","0.596"
"Austria","2006","Women","65-69","0.537"
"Austria","2006","Women","70-74","0.425"
"Austria","2006","Women","75-79","0.347"
"Austria","2006","Women","80-84","0.254"
"Austria","2006","Women","85+","0.211"
"Austria","2006","Men","16-19","0.931"
"Austria","2006","Men","20-24","0.918"
"Austria","2006","Men","25-29","0.914"
"Austria","2006","Men","30-34","0.9"
"Austria","2006","Men","35-39","0.877"
"Austria","2006","Men","40-44","0.812"
"Austria","2006","Men","45-49","0.782"
"Austria","2006","Men","50-54","0.698"
"Austria","2006","Men","55-59","0.578"
"Austria","2006","Men","60-64","0.555"
"Austria","2006","Men","65-69","0.564"
"Austria","2006","Men","70-74","0.411"
"Austria","2006","Men","75-79","0.351"
"Austria","2006","Men","80-84","0.383"
"Austria","2006","Men","85+","0.188"
"Belgium","2006","Women","16-19","0.929"
"Belgium","2006","Women","20-24","0.927"
"Belgium","2006","Women","25-29","0.908"
"Belgium","2006","Women","30-34","0.884"
"Belgium","2006","Women","35-39","0.839"
"Belgium","2006","Women","40-44","0.821"
"Belgium","2006","Women","45-49","0.751"
"Belgium","2006","Women","50-54","0.742"
"Belgium","2006","Women","55-59","0.708"
"Belgium","2006","Women","60-64","0.663"
"Belgium","2006","Women","65-69","0.661"
"Belgium","2006","Women","70-74","0.562"
"Belgium","2006","Women","75-79","0.455"
"Belgium","2006","Women","80-84","0.409"
"Belgium","2006","Women","85+","0.267"
"Belgium","2006","Men","16-19","0.927"
"Belgium","2006","Men","20-24","0.95"
"Belgium","2006","Men","25-29","0.909"
"Belgium","2006","Men","30-34","0.907"
"Belgium","2006","Men","35-39","0.887"
"Belgium","2006","Men","40-44","0.86"
"Belgium","2006","Men","45-49","0.803"
"Belgium","2006","Men","50-54","0.775"
"Belgium","2006","Men","55-59","0.77"
"Belgium","2006","Men","60-64","0.713"
"Belgium","2006","Men","65-69","0.674"
"Belgium","2006","Men","70-74","0.625"
"Belgium","2006","Men","75-79","0.547"
"Belgium","2006","Men","80-84","0.442"
"Belgium","2006","Men","85+","0.366"
"Denmark","2006","Women","16-19","0.918"
"Denmark","2006","Women","20-24","0.92"
"Denmark","2006","Women","25-29","0.888"
"Denmark","2006","Women","30-34","0.83"
"Denmark","2006","Women","35-39","0.857"
"Denmark","2006","Women","40-44","0.85"
"Denmark","2006","Women","45-49","0.792"
"Denmark","2006","Women","50-54","0.747"
"Denmark","2006","Women","55-59","0.731"
"Denmark","2006","Women","60-64","0.741"
"Denmark","2006","Women","65-69","0.805"
"Denmark","2006","Women","70-74","0.718"
"Denmark","2006","Women","75-79","0.738"
"Denmark","2006","Women","80-84","0.736"
"Denmark","2006","Women","85+","0.642"
"Denmark","2006","Men","16-19","0.954"
"Denmark","2006","Men","20-24","0.934"
"Denmark","2006","Men","25-29","0.95"
"Denmark","2006","Men","30-34","0.922"
"Denmark","2006","Men","35-39","0.899"
"Denmark","2006","Men","40-44","0.908"
"Denmark","2006","Men","45-49","0.886"
"Denmark","2006","Men","50-54","0.837"
"Denmark","2006","Men","55-59","0.831"
"Denmark","2006","Men","60-64","0.85"
"Denmark","2006","Men","65-69","0.837"
"Denmark","2006","Men","70-74","0.805"
"Denmark","2006","Men","75-79","0.727"
"Denmark","2006","Men","80-84","0.736"
"Denmark","2006","Men","85+","0.653"
"Finland","2006","Women","16-19","0.768"
"Finland","2006","Women","20-24","0.734"
"Finland","2006","Women","25-29","0.741"
"Finland","2006","Women","30-34","0.696"
"Finland","2006","Women","35-39","0.729"
"Finland","2006","Women","40-44","0.678"
"Finland","2006","Women","45-49","0.661"
"Finland","2006","Women","50-54","0.619"
"Finland","2006","Women","55-59","0.559"
"Finland","2006","Women","60-64","0.48"
"Finland","2006","Women","65-69","0.493"
"Finland","2006","Women","70-74","0.399"
"Finland","2006","Women","75-79","0.312"
"Finland","2006","Women","80-84","0.254"
"Finland","2006","Women","85+","0.26"
"Finland","2006","Men","16-19","0.831"
"Finland","2006","Men","20-24","0.823"
"Finland","2006","Men","25-29","0.776"
"Finland","2006","Men","30-34","0.801"
"Finland","2006","Men","35-39","0.704"
"Finland","2006","Men","40-44","0.71"
"Finland","2006","Men","45-49","0.671"
"Finland","2006","Men","50-54","0.703"
"Finland","2006","Men","55-59","0.578"
"Finland","2006","Men","60-64","0.607"
"Finland","2006","Men","65-69","0.452"
"Finland","2006","Men","70-74","0.431"
"Finland","2006","Men","75-79","0.343"
"Finland","2006","Men","80-84","0.305"
"Finland","2006","Men","85+","0.147"
"France","2006","Women","16-19","0.938"
"France","2006","Women","20-24","0.939"
"France","2006","Women","25-29","0.907"
"France","2006","Women","30-34","0.887"
"France","2006","Women","35-39","0.893"
"France","2006","Women","40-44","0.858"
"France","2006","Women","45-49","0.793"
"France","2006","Women","50-54","0.78"
"France","2006","Women","55-59","0.706"
"France","2006","Women","60-64","0.695"
"France","2006","Women","65-69","0.612"
"France","2006","Women","70-74","0.544"
"France","2006","Women","75-79","0.452"
"France","2006","Women","80-84","0.331"
"France","2006","Women","85+","0.175"
"France","2006","Men","16-19","0.92"
"France","2006","Men","20-24","0.959"
"France","2006","Men","25-29","0.943"
"France","2006","Men","30-34","0.899"
"France","2006","Men","35-39","0.913"
"France","2006","Men","40-44","0.89"
"France","2006","Men","45-49","0.861"
"France","2006","Men","50-54","0.807"
"France","2006","Men","55-59","0.766"
"France","2006","Men","60-64","0.714"
"France","2006","Men","65-69","0.643"
"France","2006","Men","70-74","0.537"
"France","2006","Men","75-79","0.465"
"France","2006","Men","80-84","0.32"
"France","2006","Men","85+","0.253"
"Germany","2006","Women","16-19","0.914"
"Germany","2006","Women","20-24","0.903"
"Germany","2006","Women","25-29","0.856"
"Germany","2006","Women","30-34","0.833"
"Germany","2006","Women","35-39","0.816"
"Germany","2006","Women","40-44","0.749"
"Germany","2006","Women","45-49","0.734"
"Germany","2006","Women","50-54","0.634"
"Germany","2006","Women","55-59","0.576"
"Germany","2006","Women","60-64","0.577"
"Germany","2006","Women","65-69","0.524"
"Germany","2006","Women","70-74","0.403"
"Germany","2006","Women","75-79","0.352"
"Germany","2006","Women","80-84","0.257"
"Germany","2006","Women","85+","0.229"
"Germany","2006","Men","16-19","0.948"
"Germany","2006","Men","20-24","0.925"
"Germany","2006","Men","25-29","0.914"
"Germany","2006","Men","30-34","0.841"
"Germany","2006","Men","35-39","0.838"
"Germany","2006","Men","40-44","0.796"
"Germany","2006","Men","45-49","0.727"
"Germany","2006","Men","50-54","0.655"
"Germany","2006","Men","55-59","0.605"
"Germany","2006","Men","60-64","0.573"
"Germany","2006","Men","65-69","0.566"
"Germany","2006","Men","70-74","0.476"
"Germany","2006","Men","75-79","0.402"
"Germany","2006","Men","80-84","0.358"
"Germany","2006","Men","85+","0.328"
"Greece","2006","Women","16-19","0.958"
"Greece","2006","Women","20-24","0.983"
"Greece","2006","Women","25-29","0.957"
"Greece","2006","Women","30-34","0.969"
"Greece","2006","Women","35-39","0.928"
"Greece","2006","Women","40-44","0.907"
"Greece","2006","Women","45-49","0.881"
"Greece","2006","Women","50-54","0.832"
"Greece","2006","Women","55-59","0.78"
"Greece","2006","Women","60-64","0.739"
"Greece","2006","Women","65-69","0.639"
"Greece","2006","Women","70-74","0.592"
"Greece","2006","Women","75-79","0.524"
"Greece","2006","Women","80-84","0.415"
"Greece","2006","Women","85+","0.373"
"Greece","2006","Men","16-19","0.964"
"Greece","2006","Men","20-24","0.97"
"Greece","2006","Men","25-29","0.93"
"Greece","2006","Men","30-34","0.946"
"Greece","2006","Men","35-39","0.941"
"Greece","2006","Men","40-44","0.946"
"Greece","2006","Men","45-49","0.895"
"Greece","2006","Men","50-54","0.849"
"Greece","2006","Men","55-59","0.831"
"Greece","2006","Men","60-64","0.756"
"Greece","2006","Men","65-69","0.712"
"Greece","2006","Men","70-74","0.618"
"Greece","2006","Men","75-79","0.505"
"Greece","2006","Men","80-84","0.545"
"Greece","2006","Men","85+","0.432"
"Ireland","2006","Women","16-19","0.971"
"Ireland","2006","Women","20-24","0.913"
"Ireland","2006","Women","25-29","0.904"
"Ireland","2006","Women","30-34","0.875"
"Ireland","2006","Women","35-39","0.882"
"Ireland","2006","Women","40-44","0.841"
"Ireland","2006","Women","45-49","0.823"
"Ireland","2006","Women","50-54","0.761"
"Ireland","2006","Women","55-59","0.703"
"Ireland","2006","Women","60-64","0.648"
"Ireland","2006","Women","65-69","0.65"
"Ireland","2006","Women","70-74","0.595"
"Ireland","2006","Women","75-79","0.493"
"Ireland","2006","Women","80-84","0.438"
"Ireland","2006","Women","85+","0.348"
"Ireland","2006","Men","16-19","0.935"
"Ireland","2006","Men","20-24","0.894"
"Ireland","2006","Men","25-29","0.921"
"Ireland","2006","Men","30-34","0.901"
"Ireland","2006","Men","35-39","0.906"
"Ireland","2006","Men","40-44","0.857"
"Ireland","2006","Men","45-49","0.837"
"Ireland","2006","Men","50-54","0.805"
"Ireland","2006","Men","55-59","0.732"
"Ireland","2006","Men","60-64","0.668"
"Ireland","2006","Men","65-69","0.654"
"Ireland","2006","Men","70-74","0.611"
"Ireland","2006","Men","75-79","0.525"
"Ireland","2006","Men","80-84","0.4"
"Ireland","2006","Men","85+","0.365"
"Italy","2006","Women","16-19","0.932"
"Italy","2006","Women","20-24","0.961"
"Italy","2006","Women","25-29","0.952"
"Italy","2006","Women","30-34","0.92"
"Italy","2006","Women","35-39","0.889"
"Italy","2006","Women","40-44","0.875"
"Italy","2006","Women","45-49","0.842"
"Italy","2006","Women","50-54","0.807"
"Italy","2006","Women","55-59","0.716"
"Italy","2006","Women","60-64","0.647"
"Italy","2006","Women","65-69","0.593"
"Italy","2006","Women","70-74","0.49"
"Italy","2006","Women","75-79","0.374"
"Italy","2006","Women","80-84","0.278"
"Italy","2006","Women","85+","0.237"
"Italy","2006","Men","16-19","0.971"
"Italy","2006","Men","20-24","0.963"
"Italy","2006","Men","25-29","0.943"
"Italy","2006","Men","30-34","0.931"
"Italy","2006","Men","35-39","0.906"
"Italy","2006","Men","40-44","0.889"
"Italy","2006","Men","45-49","0.866"
"Italy","2006","Men","50-54","0.836"
"Italy","2006","Men","55-59","0.817"
"Italy","2006","Men","60-64","0.717"
"Italy","2006","Men","65-69","0.682"
"Italy","2006","Men","70-74","0.564"
"Italy","2006","Men","75-79","0.447"
"Italy","2006","Men","80-84","0.414"
"Italy","2006","Men","85+","0.23"
"Luxembourg","2006","Women","16-19","0.94"
"Luxembourg","2006","Women","20-24","0.927"
"Luxembourg","2006","Women","25-29","0.928"
"Luxembourg","2006","Women","30-34","0.894"
"Luxembourg","2006","Women","35-39","0.841"
"Luxembourg","2006","Women","40-44","0.85"
"Luxembourg","2006","Women","45-49","0.764"
"Luxembourg","2006","Women","50-54","0.72"
"Luxembourg","2006","Women","55-59","0.614"
"Luxembourg","2006","Women","60-64","0.623"
"Luxembourg","2006","Women","65-69","0.578"
"Luxembourg","2006","Women","70-74","0.481"
"Luxembourg","2006","Women","75-79","0.447"
"Luxembourg","2006","Women","80-84","0.343"
"Luxembourg","2006","Women","85+","0.415"
"Luxembourg","2006","Men","16-19","0.919"
"Luxembourg","2006","Men","20-24","0.947"
"Luxembourg","2006","Men","25-29","0.861"
"Luxembourg","2006","Men","30-34","0.892"
"Luxembourg","2006","Men","35-39","0.85"
"Luxembourg","2006","Men","40-44","0.848"
"Luxembourg","2006","Men","45-49","0.827"
"Luxembourg","2006","Men","50-54","0.706"
"Luxembourg","2006","Men","55-59","0.707"
"Luxembourg","2006","Men","60-64","0.698"
"Luxembourg","2006","Men","65-69","0.612"
"Luxembourg","2006","Men","70-74","0.538"
"Luxembourg","2006","Men","75-79","0.499"
"Luxembourg","2006","Men","80-84","0.549"
"Luxembourg","2006","Men","85+","0.274"
"Netherlands","2006","Women","16-19","0.942"
"Netherlands","2006","Women","20-24","0.927"
"Netherlands","2006","Women","25-29","0.804"
"Netherlands","2006","Women","30-34","0.843"
"Netherlands","2006","Women","35-39","0.859"
"Netherlands","2006","Women","40-44","0.776"
"Netherlands","2006","Women","45-49","0.772"
"Netherlands","2006","Women","50-54","0.684"
"Netherlands","2006","Women","55-59","0.636"
"Netherlands","2006","Women","60-64","0.681"
"Netherlands","2006","Women","65-69","0.705"
"Netherlands","2006","Women","70-74","0.669"
"Netherlands","2006","Women","75-79","0.523"
"Netherlands","2006","Women","80-84","0.409"
"Netherlands","2006","Women","85+","0.4"
"Netherlands","2006","Men","16-19","0.92"
